date, pm25, pm10, o3, no2, so2, co
2017/6/11, 122, 50, 55, 31, 15, 4
2017/6/12, 70, 41, 40, 29, 9, 3
2017/6/13, 61, 42, 44, 37, 13, 4
2017/6/14, 64, 63, 82, 60, 22, 6
2017/6/15, 119, 64, 94, 69, 18, 6
2017/6/16, 120, 50, 50, 39, 15, 5
2017/6/17, 91, 40, 42, 40, 17, 6
2017/6/18, 65, 47, 78, 45, 23, 6
2017/6/19, 89, 67, 93, 67, 31, 9
2017/6/20, 131, 62, 76, 54, 21, 7
2017/6/21, 137, 45, 74, 45, 14, 6
2017/6/22, 83, 67, 71, 53, 22, 7
2017/6/23, 146, 61, 53, 60, 27, 7
2017/6/24, 123, 54, 63, 55, 22, 6
2017/6/25, 110, 57, 48, 41, 29, 6
2017/6/26, 129, 55, 44, 41, 15, 5
2017/6/27, 110, 49, 47, 42, 17, 5
2017/6/28, 90, 57, 56, 49, 25, 6
2017/6/29, 116, 68, 42, 59, 28, 8
2017/6/30, 156, 48, 52, 45, 15, 7
2017/7/1, 104, 44, 35, 34, 15, 5
2017/1/3, 144, 63, 43, 61, 12, 7
2017/1/4, 134, 80, 46, 71, 15, 8
2017/1/5, 162, 57, 39, 62, 10, 7
2017/1/6, 118, 41, 31, 57, 12, 4
2017/1/7, 79, 46, 29, 58, 14, 6
2017/1/8, 90, 35, 33, 41, 12, 5
2017/1/9, 78, 55, 40, 44, 13, 6
2017/1/10, 124, 54, 34, 51, 12, 5
2017/1/11, 112, 42, 32, 51, 12, 4
2017/1/12, 81, 56, 36, 45, 14, 6
2017/1/13, 114, 50, 34, 27, 13, 6
2017/1/14, 111, 43, 36, 21, 11, 4
2017/1/15, 74, 38, 30, 25, 8, 4
2017/1/16, 71, 45, 29, 39, 13, 6
2017/1/17, 89, 61, 23, 55, 14, 8
2017/1/18, 127, 73, 31, 50, 22, 8
2017/1/19, 154, 88, 33, 53, 18, 9
2017/1/20, 175, 68, 38, 39, 14, 6
2017/1/21, 147, 50, 34, 33, 13, 5
2017/1/22, 107, 46, 37, 23, 9, 4
2017/1/23, 90, 46, 38, 27, 13, 4
2017/1/24, 92, 43, 40, 34, 14, 5
2017/1/25, 88, 52, 31, 50, 15, 7
2017/1/26, 106, 55, 30, 49, 20, 7
2017/1/27, 115, 46, 55, 29, 13, 5
2017/1/28, 99, 45, 34, 40, 20, 5
2017/1/29, 75, 46, 32, 51, 17, 8
2017/1/30, 101, 49, 41, 22, 11, 5
2017/1/31, 112, 50, 31, 38, 11, 7
2017/2/1, 110, 49, 36, 35, 7, 5
2017/2/2, 102, 44, 34, 32, 8, 5
2017/2/3, 82, 51, 32, 42, 9, 6
2017/2/4, 103, 62, 40, 51, 19, 7
2017/2/5, 133, 38, 31, 26, 12, 6
2017/2/6, 88, 49, 46, 29, 11, 5
2017/2/7, 108, 57, 32, 42, 11, 6
2017/2/8, 124, 63, 30, 46, 13, 8
2017/2/9, 131, 49, 46, 18, 7, 4
2017/2/10, 86, 47, 44, 23, 7, 4
2017/2/11, 83, 41, 41, 20, 6, 5
2017/2/12, 83, 35, 44, 26, 6, 5
2017/2/13, 75, 59, 42, 42, 13, 6
2017/2/14, 119, 65, 43, 44, 9, 6
2017/2/15, 135, 68, 48, 58, 14, 8
2017/2/16, 144, 71, 55, 48, 14, 6
2017/2/17, 124, 54, 64, 30, 8, 5
2017/2/18, 113, 36, 58, 25, 5, 4
2017/2/19, 67, 55, 62, 30, 9, 5
2017/2/20, 98, 56, 60, 23, 7, 5
