date, pm25, pm10, o3, no2, so2, co
2020/8/17, 19, , , 6, 1, 1
2020/8/18, 27, , , 6, 2, 1
2020/8/19, 24, , , 5, 1, 
2020/8/20, 23, , , 7, 4, 1
2020/8/21, 23, , , 3, , 1
2020/8/22, 20, , , 2, 1, 
2020/8/23, 11, , , 3, 2, 1
2020/8/24, 9, , , 5, 1, 1
2020/8/25, 14, , , 3, 1, 1
2020/8/26, 7, , , 5, , 1
2020/8/27, 16, , , 5, , 1
2020/8/28, 9, , , 5, 1, 1
2020/8/29, 14, , , 1, , 1
2020/8/30, 8, , , 2, , 1
2020/8/31, 5, , , 3, 1, 1
2020/9/1, 6, , , 2, , 1
2020/9/2, 7, , , 2, , 1
2020/9/3, 5, , , 3, , 1
2020/9/4, 6, , , 4, 1, 2
2020/9/5, 21, , , 6, 1, 2
2020/9/6, 32, , , 2, , 1
2020/9/7, 8, , , 3, 1, 1
2020/9/8, 6, , , 3, , 1
2020/9/9, 6, , , 7, 1, 2
2020/9/10, 21, , , 5, 4, 1
2020/9/11, 25, , , 4, 1, 1
2020/9/12, 19, , , 2, 4, 1
2020/9/13, 4, , , 2, 3, 1
2020/9/14, 4, , , 3, 1, 1
2020/9/15, 10, , , 4, 1, 1
2020/9/16, 19, , , 8, 1, 3
2020/9/17, 43, , , 8, 2, 4
2020/9/18, 51, , , 8, 1, 3
2020/9/19, 61, , , 9, 1, 4
2020/9/20, 85, , , 2, , 3
2020/9/21, 38, , , 8, , 2
2020/9/22, 7, , , 6, 1, 2
2020/9/23, 16, , , 3, , 1
2020/9/24, 30, , , 4, 2, 1
2020/9/25, 21, , , 6, 1, 1
2020/9/26, 10, , , 2, 1, 1
2020/9/27, 5, , , 4, , 1
2020/9/28, 16, , , 5, , 1
2020/9/29, 17, , , 4, , 1
2020/9/30, 15, , , 7, , 2
2020/10/1, 17, , , 8, 3, 4
2020/4/2, 9, , , 12, 3, 3
2020/4/3, 18, , , 8, 1, 3
2020/4/4, 38, , , 7, 1, 3
2020/4/5, 32, , , 2, , 2
2020/4/6, 28, , , 7, 2, 3
2020/4/7, 49, , , 7, , 3
2020/4/8, 18, , , 5, , 3
2020/4/9, 11, , , 7, 1, 3
2020/4/10, 27, , , 3, , 3
2020/4/11, 11, , , 3, , 3
2020/4/12, 11, , , 3, , 3
2020/4/13, 14, , , 10, 3, 3
2020/4/14, 18, , , 6, , 2
2020/4/15, 26, , , 4, 1, 1
2020/4/16, 18, , , 9, 1, 2
2020/4/17, 25, , , 2, , 1
2020/4/18, 12, , , 1, 2, 1
2020/4/19, 10, , , 2, , 2
2020/4/20, 16, , , 8, , 3
2020/4/21, 23, , , 2, , 2
2020/4/22, 19, , , 2, , 2
2020/4/23, 19, , , 3, 1, 2
2020/4/24, 18, , , 4, , 3
2020/4/25, 25, , , 3, 1, 2
2020/4/26, 20, , , 2, , 2
2020/4/27, 13, , , 2, , 2
